player_id,player_name,position,main_position,current_club_name,date_of_death,days_missed,games_missed,injury_reason,season_name
237221,Juan Foyth,Defender - Right-Back,Defender,Villarreal,,44,8,Ankle injury | Back injury | Groin injury,25/26 | 24/25
237238,Scott McTominay,Midfield - Defensive Midfield,Midfield,Manchester United,,0,0,No significant injury record,
237646,Daniel Muñoz,Defender - Right-Back,Defender,Crystal Palace,,6,1,Ill | Ankle injury,25/26
237678,Ibrahima Konaté,Defender - Centre-Back,Defender,Liverpool,,27,5,Adductor injury | Ligament injury,25/26
237681,Takefusa Kubo,Attack - Right Winger,Attack,Real Sociedad,,0,0,No significant injury record,
237692,Phil Foden,Attack - Left Winger,Attack,Manchester City,,0,0,No significant injury record,
237819,Nicolás Domínguez,Midfield - Defensive Midfield,Midfield,Nottingham Forest,,37,6,Ankle sprain | Muscle injury,25/26
237942,Pervis Estupiñán,Defender - Left-Back,Defender,Brighton & Hove Albion,,6,1,Hamstring injury | Knee injury,25/26
237985,Kevin Danso,Defender - Centre-Back,Defender,Lens,,6,1,Ligament injury | Back injury,25/26
238067,Nicolò Zaniolo,Midfield - Right Midfield,Midfield,Aston Villa,,34,6,Groin problems | Adductor pain,25/26
238095,Nikola Milenkovi?,Defender - Centre-Back,Defender,Fiorentina,,6,1,Adductor injury | Calf injury,25/26
238216,Conor Gallagher,Midfield - Central Midfield,Midfield,Chelsea,,0,0,No significant injury record,
238717,Ethan Pinnock,Defender - Centre-Back,Defender,Brentford,,6,1,Ankle injury | Ill,25/26
239053,Federico Valverde,Midfield - Central Midfield,Midfield,Real Madrid,,51,9,Corona virus | Rest | Groin problems,25/26 | 24/25
239085,Erling Haaland,Attack - Centre-Forward,Attack,Manchester City,,4,1,Adductor pain | Leg injury,25/26
239231,Marc Cucurella,Defender - Left-Back,Defender,Chelsea,,6,1,Knee injury | Groin injury,25/26
239770,Nicolò Casale,Defender - Centre-Back,Defender,Lazio,,6,1,Ligament injury | Groin injury,25/26
239807,Davide Frattesi,Midfield - Central Midfield,Midfield,Internazionale,,255,44,Muscle injury | Hamstring injury | Knee injury | Ankle sprain,25/26 | 24/25 | 23/24
240130,Éder Militão,Defender - Centre-Back,Defender,Real Madrid,,6,1,Ligament injury | Adductor injury,25/26
240243,Matheus Cunha,Attack - Centre-Forward,Attack,Wolverhampton Wanderers,,83,14,Corona virus | Groin injury | Knock,25/26 | 24/25
240452,M'Bala Nzola,Attack - Centre-Forward,Attack,Fiorentina,,0,0,No significant injury record,
240638,Tijjani Reijnders,Midfield - Central Midfield,Midfield,Milan,,17,3,Knee injury | Muscle injury,25/26
240679,Teun Koopmeiners,Midfield - Central Midfield,Midfield,Atalanta,,0,0,No significant injury record,
240690,Nicolás González,Attack - Right Winger,Attack,Fiorentina,,137,24,Fitness | Back problems | Ill | Groin injury,25/26 | 24/25 | 23/24
240709,Ridle Baku,Defender - Right-Back,Defender,Wolfsburg,,36,6,Hamstring injury | Knee injury,25/26
240753,Amine Gouiri,Attack - Centre-Forward,Attack,Rennes,,0,0,No significant injury record,
240833,Youssoufa Moukoko,Attack - Centre-Forward,Attack,Dortmund,,0,0,No significant injury record,
241042,Oliver Skipp,Midfield - Defensive Midfield,Midfield,Tottenham Hotspur,,0,0,No significant injury record,
241084,Luis Díaz,Attack - Left Winger,Attack,Liverpool,,0,0,No significant injury record,
241095,Nikola Vlaši?,Attack - Second Striker,Attack,Torino,,0,0,No significant injury record,
241461,Ferran Torres,Attack - Left Winger,Attack,Barcelona,,65,11,Calf problems | Hamstring injury | Knock,25/26 | 24/25
241464,Pau Torres,Defender - Centre-Back,Defender,Aston Villa,,33,6,Calf injury | Knee injury,25/26
241486,Jules Koundé,Defender - Centre-Back,Defender,Barcelona,,46,8,Back injury | Groin injury | Corona virus,25/26 | 24/25
241637,Aurélien Tchouaméni,Midfield - Defensive Midfield,Midfield,Real Madrid,,101,17,Hamstring injury | Muscle injury | Corona virus,25/26 | 24/25
241721,Rafael Leão,Attack - Left Winger,Attack,Milan,,87,15,Fitness | Ankle injury | Knock,25/26 | 24/25
241852,Moussa Diaby,Midfield - Right Midfield,Midfield,Aston Villa,,7,1,Knee injury | Muscle injury,25/26
242000,Konstantinos Mavropanos,Defender - Centre-Back,Defender,West Ham United,,6,1,Corona virus | Hamstring injury,25/26
242201,Luis Milla,Midfield - Central Midfield,Midfield,Getafe,,111,19,Corona virus | Groin problems | Knock,25/26 | 24/25
242434,Curtis Jones,Midfield - Central Midfield,Midfield,Liverpool,,39,7,Knee injury | Hamstring injury,25/26
242444,João Félix,Attack - Second Striker,Attack,Barcelona,,42,7,Knee problems | Back problems | Ill,25/26 | 24/25
242516,Cody Gakpo,Attack - Second Striker,Attack,Liverpool,,0,0,No significant injury record,
242577,Romain Faivre,Midfield - Right Midfield,Midfield,Bournemouth,,0,0,No significant injury record,
242578,Benoît Badiashile,Defender - Centre-Back,Defender,Chelsea,,6,1,Muscle injury | Ill,25/26
242664,Alexis Saelemaekers,Attack - Right Winger,Attack,Bologna,,81,14,Fitness | Back problems | Knee problems,25/26 | 24/25
243014,Bryan Mbeumo,Attack - Right Winger,Attack,Brentford,,69,12,Adductor pain | Fitness | Rest,25/26 | 24/25
243241,Alessandro Buongiorno,Defender - Centre-Back,Defender,Torino,,24,4,Ankle injury | Adductor injury,25/26
243576,Pedro Porro,Defender - Right-Back,Defender,Tottenham Hotspur,,6,1,Adductor injury | Muscle injury,25/26
243630,Jonathan David,Attack - Centre-Forward,Attack,Lille,,23,4,Hamstring injury | Calf problems,25/26
243715,William Saliba,Defender - Centre-Back,Defender,Arsenal,,15,3,Ill | Hamstring injury,25/26
243812,Rodrygo,Attack - Right Winger,Attack,Real Madrid,,14,2,Ankle injury | Adductor pain,25/26
243854,Mohamed Simakan,Defender - Centre-Back,Defender,RB Leipzig,,6,1,Ankle injury | Back injury,25/26
244261,Lovro Majer,Midfield - Central Midfield,Midfield,Wolfsburg,,0,0,No significant injury record,
244263,Amir Rrahmani,Defender - Centre-Back,Defender,Napoli,,40,7,Ill | Back injury | Groin injury,25/26 | 24/25
244309,Teddy Teuma,Midfield - Central Midfield,Midfield,Reims,,0,0,No significant injury record,
244749,Nayef Aguerd,Defender - Centre-Back,Defender,West Ham United,,55,9,Rest | Ligament injury | Ill,25/26 | 24/25
244892,Sofiane Diop,Midfield - Left Midfield,Midfield,Nice,,78,13,Foot injury | Knock | Hamstring injury,25/26 | 24/25
245279,Sergio Reguilón,Defender - Left-Back,Defender,Brentford,,33,6,Hamstring injury | Adductor injury,25/26
245388,Jean-Clair Todibo,Defender - Centre-Back,Defender,Nice,,13,2,Ankle injury | Ill,25/26
245630,Youssouf Fofana,Midfield - Defensive Midfield,Midfield,Monaco,,10,2,Groin problems | Calf problems,25/26
245741,Jesper Lindstrøm,Midfield - Attacking Midfield,Midfield,Napoli,,0,0,No significant injury record,
246104,Ryan Gravenberch,Midfield - Central Midfield,Midfield,Liverpool,,31,5,Muscle injury | Fitness,25/26
246172,Samuel Chukwueze,Attack - Right Winger,Attack,Milan,,0,0,No significant injury record,
246174,Harvey Elliott,Midfield - Attacking Midfield,Midfield,Liverpool,,24,4,Foot injury | Adductor pain,25/26
246191,Julián Álvarez,Attack - Centre-Forward,Attack,Manchester City,,45,8,Corona virus | Back problems | Ankle injury,25/26 | 24/25
246242,Boulaye Dia,Attack - Centre-Forward,Attack,Salernitana,,0,0,No significant injury record,
246350,Enzo Le Fée,Midfield - Central Midfield,Midfield,Rennes,,5,1,Knee injury | Hamstring injury,25/26
246430,Dušan Vlahovi?,Attack - Centre-Forward,Attack,Juventus,,0,0,No significant injury record,
246646,Maxence Caqueret,Midfield - Central Midfield,Midfield,Lyon,,51,9,Hamstring injury | Corona virus | Rest,25/26 | 24/25
246669,Bukayo Saka,Attack - Right Winger,Attack,Arsenal,,0,0,No significant injury record,
246764,Mohamed Camara,Midfield - Defensive Midfield,Midfield,Monaco,,0,0,No significant injury record,
246785,Bryan Gil,Attack - Left Winger,Attack,Tottenham Hotspur,,10,2,Ill | Ankle injury,25/26
246863,Felix Nmecha,Midfield - Central Midfield,Midfield,Dortmund,,0,0,No significant injury record,
247090,Enzo Fernández,Midfield - Central Midfield,Midfield,Chelsea,,119,21,Muscle injury | Hamstring injury | Ankle sprain,25/26 | 24/25
247131,Alfonso Espino,Defender - Left-Back,Defender,Rayo Vallecano,,14,2,Groin injury | Back injury,25/26
247246,Khéphren Thuram,Midfield - Central Midfield,Midfield,Nice,,23,4,Corona virus | Calf problems,25/26
247263,Edmond Tapsoba,Defender - Centre-Back,Defender,Leverkusen,,102,18,Corona virus | Ankle injury | Ill,25/26 | 24/25
247394,Dejan Kulusevski,Attack - Right Winger,Attack,Tottenham Hotspur,,0,0,No significant injury record,
247463,Folarin Balogun,Attack - Centre-Forward,Attack,Monaco,,0,0,No significant injury record,
247635,Khvicha Kvaratskhelia,Attack - Left Winger,Attack,Napoli,,0,0,No significant injury record,
247819,Nico Schlotterbeck,Defender - Centre-Back,Defender,Dortmund,,54,9,Knock | Groin injury | Corona virus,25/26 | 24/25
247827,Michael Olise,Attack - Right Winger,Attack,Crystal Palace,,23,4,Knock | Calf problems,25/26
247851,Bruno Guimarães,Midfield - Central Midfield,Midfield,Newcastle United,,0,0,No significant injury record,
248243,Eduardo Camavinga,Midfield - Defensive Midfield,Midfield,Real Madrid,,0,0,No significant injury record,
251445,Samuel Lino,Midfield - Left Midfield,Midfield,AtlÃƒÂ©tico Madrid,,110,19,Knock | Knee injury | Corona virus,25/26 | 24/25
251566,Gabriel Martinelli,Attack - Left Winger,Attack,Arsenal,,63,11,Fitness | Ankle injury | Knock,25/26 | 24/25
251852,Karim Adeyemi,Midfield - Left Midfield,Midfield,Dortmund,,0,0,No significant injury record,
251854,Pedri,Midfield - Central Midfield,Midfield,Barcelona,,40,7,Adductor pain | Knee injury | Hamstring injury,25/26 | 24/25
251892,Beto,Attack - Centre-Forward,Attack,Everton,,15,3,Fitness | Rest,25/26
252059,Salis Abdul Samed,Midfield - Defensive Midfield,Midfield,Lens,,0,0,No significant injury record,
252371,Jude Bellingham,Midfield - Central Midfield,Midfield,Real Madrid,,13,2,Muscle injury | Ankle sprain,25/26
253002,Giacomo Raspadori,Attack - Second Striker,Attack,Napoli,,0,0,No significant injury record,
253004,Ansu Fati,Attack - Left Winger,Attack,Brighton & Hove Albion,,0,0,No significant injury record,
253072,Darwin Núñez,Attack - Centre-Forward,Attack,Liverpool,,0,0,No significant injury record,
253124,Matheus Nunes,Midfield - Central Midfield,Midfield,Manchester City,,38,7,Ill | Groin problems,25/26
253163,Ronald Araújo,Defender - Centre-Back,Defender,Barcelona,,69,12,Knee injury | Adductor injury | Knock,25/26 | 24/25
254566,Patrick Wimmer,Attack - Right Winger,Attack,Wolfsburg,,0,0,No significant injury record,
254796,Noni Madueke,Attack - Right Winger,Attack,Chelsea,,0,0,No significant injury record,
255000,Terem Moffi,Attack - Centre-Forward,Attack,Nice,,0,0,No significant injury record,
255001,Nicolò Rovella,Midfield - Central Midfield,Midfield,Lazio,,5,1,Corona virus | Calf problems,25/26
255223,Amine Adli,Attack - Centre-Forward,Attack,Leverkusen,,11,2,Calf problems | Knock,25/26
255253,Vitinha,Midfield - Central Midfield,Midfield,Paris Saint-Germain,,32,6,Calf problems | Muscle injury,25/26
255475,Antony,Attack - Right Winger,Attack,Manchester United,,0,0,No significant injury record,
256079,Moisés Caicedo,Midfield - Defensive Midfield,Midfield,Chelsea,,0,0,No significant injury record,
256197,Piero Hincapié,Defender - Centre-Back,Defender,Leverkusen,,88,15,Groin injury | Corona virus | Hamstring injury,25/26 | 24/25
256261,Malick Thiaw,Defender - Centre-Back,Defender,Milan,,206,36,Adductor injury | Muscle injury | Groin injury | Ankle injury,25/26 | 24/25 | 23/24
256516,Nico Williams,Midfield - Right Midfield,Midfield,Athletic Club,,7,1,Ankle sprain | Muscle injury,25/26
256630,Florian Wirtz,Midfield - Attacking Midfield,Midfield,Leverkusen,,31,5,Hamstring injury | Corona virus,25/26
256790,Jamal Musiala,Midfield - Attacking Midfield,Midfield,Bayern Munich,,0,0,No significant injury record,
256903,Gonçalo Ramos,Attack - Centre-Forward,Attack,Paris Saint-Germain,,0,0,No significant injury record,
257278,Arthur Theate,Defender - Centre-Back,Defender,Rennes,,41,7,Corona virus | Ligament injury | Hamstring injury,25/26 | 24/25
258648,Carlos Augusto,Midfield - Left Midfield,Midfield,Internazionale,,26,4,Adductor pain | Back injury,25/26
259197,Nicolas Jackson,Attack - Centre-Forward,Attack,Chelsea,,14,2,Back problems | Ankle injury,25/26
260407,Elye Wahi,Attack - Centre-Forward,Attack,Lens,,193,33,Knock | Corona virus | Ill | Groin injury,25/26 | 24/25 | 23/24
261204,Myrto Uzuni,Attack - Centre-Forward,Attack,Granada,,0,0,No significant injury record,
262138,Castello Lukeba,Defender - Centre-Back,Defender,RB Leipzig,,91,16,Knock | Adductor injury | Rest,25/26 | 24/25
263781,Vanderson,Defender - Right-Back,Defender,Monaco,,42,7,Calf injury | Knock | Hamstring injury,25/26 | 24/25
264240,Gavi,Midfield - Central Midfield,Midfield,Barcelona,,99,17,Hamstring injury | Back injury | Groin problems,25/26 | 24/25
264453,Micky van de Ven,Defender - Centre-Back,Defender,Tottenham Hotspur,,6,1,Hamstring injury | Ill,25/26
269312,Tommaso Baldanzi,Midfield - Attacking Midfield,Midfield,Roma,,0,0,No significant injury record,
900166,Ivan Toney,Attack - Centre-Forward,Attack,Brentford,,0,0,No significant injury record,
